,Brewery_type,Brewery_name,State,Latitude,Longitude,Google_rating,Google_num_ratings,Yelp_rating,Yelp_num_ratings,Yelp_review_text,Overall_rating,Overall_num_ratings
2767,Brewpub,Vagabond Brewing,OR,44.981913,-123.001202,4.5,70.0,4.0,94.0,"One of Salem's best. Veteran owned, exceptional beers.  Visit them, and tell the staff thanks for their USMC combat service.",4.25,164.0
2768,Brewpub,Vagabond Brewing Portland,OR,45.503614,-122.658293,4.5,70.0,4.5,69.0,"Two words.

Texas Red.

I wish that was enough to make a review on yelp, but they want me to type more so I'll say it again.  

Texas Red.

Aside from the...",4.5,139.0
2770,Brewpub,Valhalla Brewing Company,MD,39.655392,-75.851562,4.4,148.0,3.5,36.0,"We went missing quarantine for take out crowlers and food. The wings we delicious, fall off the bone perfectly cooked. We like the chili lime wings the...",3.95,184.0
2771,Brewpub,Valley Brewing Co,CA,37.972739000000004,-121.3004,4.7,53.0,3.0,343.0,"After a great round of golf with my cousins, we decided to check out the brews and food at Valley Brews. Try out some of Stocktons local beers. Covid...",3.85,396.0
2772,Brewpub,Valley Brewing Co,CA,37.972739000000004,-121.3004,4.7,53.0,4.5,13.0,"What a great find in the time of COVID. A great place to spend some time outside, drink some great beer and enjoy the food of Meraki Creations 2. The...",4.6,66.0
2773,Brewpub,Valley House Brewing,WA,47.744913000000004,-121.98591699999999,4.7,137.0,4.0,38.0,"This is an amazing community place in downtown Duvall. The owners, Andy and Sarah, are almost always there and make a point to visit with customers. Great...",4.35,175.0
2774,Brewpub,Valley River Brewery & Eatery,NC,35.088763,-84.035297,4.4,748.0,3.5,113.0,Awesome place! Cozy and great service. Lots of options for brews and wines. The pizza was delicious and wood fired so not fast food.,3.95,861.0
2775,Brewpub,Valley Vineyards Winery & Cellar Dweller Brewing,OH,39.357383,-84.171211,4.6,250.0,4.0,68.0,"My husband and I recently discovered Valley Vineyards while out for a date night. We each enjoyed a wine flight, followed by the Weekend Grillout for...",4.3,318.0
2776,Brewpub,Valor Brewpub,DC,38.880479,-76.995325,4.5,156.0,4.0,54.0,"Excellent beer and fabulous service! If you live on the Hill and want a couple beers and some food, stop by for a chill afternoon. Great vibes all around.",4.25,210.0
2778,Brewpub,Vander Mill,MI,42.971561,-85.630685,4.5,718.0,4.0,129.0,"Vander Mill ⁣
⁣
The Vander Mill is located on Ball Ave in GR. They also have another location in Spring Lake. They've been open since 2006, and have grown...",4.25,847.0
2779,Brewpub,Vanguard Brewing Company,OR,45.321134,-122.77345,4.7,110.0,4.0,26.0,"Great beer in a convenient little spot in Wilsonville. Kind of the neighborhood brewery, fun to be able to drink on their patio!
Snacks/food is available...",4.35,136.0
2780,Brewpub,Vanish Farmwoods Brewery,VA,39.223146,-77.538023,4.5,653.0,4.0,258.0,"This brewery has incredible beer, tons of food options, and plenty of outdoor seating for social distancing. Plus they are dog friendly!

The first time I...",4.25,911.0
2782,Brewpub,Vashon Brewing,WA,47.450515,-122.46070300000001,4.6,171.0,5.0,24.0,"Great beers and awesome menu of snacks and sandwiches. Definitely my favorite spot for a beer on the island, their patio is away from the road and a lovely...",4.8,195.0
2783,Brewpub,Vecino Brewing,NC,35.910046,-79.068773,4.6,97.0,4.0,58.0,"Service was fantastic and the outdoor seating was great for social distancing, but the food and beers were just ""meh.""",4.3,155.0
2784,Brewpub,Vector Brewing,TX,32.877485,-96.715921,4.8,136.0,4.0,42.0,"My boyfriend and I decided to visit, since we wanted to be able to dine on a patio during the pandemic.  We were not disappointed.  We would have stayed...",4.4,178.0
2785,Brewpub,Veracious Brewing Company,CT,41.310251,-73.256683,4.8,120.0,4.5,44.0,Showing up to a small brewery alone with your dog can be daunting but the folks at Veracious made Knox and I feel like part of the family. We had such a...,4.65,164.0
2786,Brewpub,Verde Brewing Co,AZ,34.580456,-111.88122299999999,4.5,302.0,4.5,324.0,"We had an amazing time at the brewery, so glad we discovered this place. The owner gave me a private tour Which was interesting and informative. The...",4.5,626.0
2788,Brewpub,Versailles Brewing Company,KY,38.048532,-84.70830500000001,4.3,535.0,4.0,64.0,Great local brewery. The onion rings are great. The smoked wings are the best around. My family has been enjoying the carry out option. Generous portions...,4.15,599.0
2790,Brewpub,Victor 23 Craft Brewery,WA,45.642584,-122.64634199999999,4.6,505.0,4.5,85.0,"I live a block away and it is by far my favorite place for food, drinks, and the friendliest staff. Every time my boyfriend and I go in the staff is so...",4.55,590.0
2791,Brewpub,Vierling Restaurant & Marquette Harbor Brewery,MI,46.542618,-87.392762,4.5,988.0,4.0,196.0,"Whenever we told people we were traveling to Marquette, this was the first place everyone said we had to go. It did not disappoint! They take reservations,...",4.25,1184.0
2792,Brewpub,Viewpoint Brewing Co,CA,32.969998,-117.26191299999999,4.6,519.0,4.0,580.0,"When visiting San Diego, I am always quick to try any new brewing company as SD has such a killer beer scene.  Since my husband travels back and forth to...",4.3,1099.0
2793,Brewpub,Viking Brewpub,WI,42.916546999999994,-89.218876,4.5,294.0,3.5,51.0,"We finally got around to trying the Brew Pub! 

It gets busy fast; so plan accordingly. They get your order in fast and the food comes out even...",4.0,345.0
2794,Brewpub,Village Brewing Company,NJ,40.568719,-74.612775,4.2,348.0,3.5,188.0,Beer is delicious and atmosphere is pretty good. Host was very nice over the phone and in person. Bartenders  were very pleasant at the bar area and...,3.85,536.0
2795,Brewpub,Village Vintner Winery & Brewery,IL,42.145703999999995,-88.338526,4.1,217.0,3.5,262.0,I really like their buttermilk chicken it's like chicken fingers with no breading which is awesome! It's very keto friendly I believe because it has no...,3.8,479.0
2796,Brewpub,Vino's Brewpub,AR,34.743412,-92.282084,4.5,1209.0,4.0,180.0,"First off, my friend forgot his mask and was holding his shirt over his face like a ninja and one of the workers immediately brought him a mask to wear. You...",4.25,1389.0
2797,Brewpub,Vintage Brewing Co,WI,43.274015999999996,-89.72049,4.8,53.0,3.5,70.0,After biking the Great Sauk trail (highly recommended) we popped in for lunch on a beautiful weekday.  AT 12:30pm they estimated a 20-25 min wait for one of...,4.15,123.0
2798,Brewpub,Vintage Brewing Co,WI,43.274015999999996,-89.72049,4.8,53.0,3.5,317.0,I have always liked the vintage as a good spot to get together with friends for dinner or to sit at the bar and have a beer. I appreciate that they...,4.15,370.0
2800,Brewpub,Vis Major Brewing Co,NE,41.241351,-95.964469,4.6,225.0,4.5,89.0,Best pizza and beer pairing in town! We love the Goonie (crab rangoon) or the street taco pizza. Every single beer is original and delicious!! If you're...,4.55,314.0
2801,Brewpub,Vista Brewing,TX,30.105207,-98.021726,5.0,1.0,4.0,130.0,"Big fan of Vista. We didn't get to experience their food as they are doing snacks only for now. I recommend bringing food as the snacks aren't great, but I...",4.5,131.0
2806,Brewpub,Von Jakob Winery,IL,37.602565999999996,-89.32458199999999,3.9,123.0,3.0,69.0,We came here on a Saturday afternoon and could not have been more pleased. We have been by in the past and not stopped due to the reviews. There were four...,3.45,192.0
2807,Brewpub,Von Scheidt Brewing Co,ID,42.555744,-114.472328,4.9,73.0,4.0,28.0,"This is hands down my favorite brewery in Twin Falls, ID. They are constantly introducing new beers  and the bartender, Martin, will happily describe each...",4.45,101.0
2809,Brewpub,Voodoo Brewing Production Facility,PA,41.642784999999996,-80.158245,4.7,62.0,5.0,4.0,Large brewery taproom with an even larger outside area (the Compound). Covered area with picnic tables and high tops for small groups to hang out with...,4.85,66.0
2810,Brewpub,Voyageur Brewing Co,MN,47.750171,-90.337007,4.6,390.0,4.5,105.0,"We came here for lunch during the week, during covid-19 ppandemic.Grand Marais was pretty busy and a lot of people were not wearing masks when walking...",4.55,495.0
2811,Brewpub,Vulgar Brewing Co,NH,43.444974,-71.645678,4.8,118.0,4.5,13.0,Visited in sept 2020 and it was amazing. The pretzels - doughy and salty and pretty much ruined me for all pretzels forever. Oh my god the pretzels. And the...,4.65,131.0
2812,Brewpub,War Water Brewery,MI,42.825677,-82.486138,4.5,79.0,4.0,25.0,This was on our list of breweries to tour. It sounds super far but is really only 35 minutes from me. We headed out on a day where the storms were quite...,4.25,104.0
2813,Brewpub,WYOld West Brewing Company,WY,44.754653000000005,-108.757173,4.3,122.0,4.0,13.0,Great beer and great food! The service staff were kind and friendly. We were thrilled to find this restaurant on Yelp and happy to give a review!,4.15,135.0
2814,Brewpub,Waco Ale Company,TX,31.554142,-97.134644,4.8,67.0,4.5,20.0,This place is awesome. Traveling through town I decided to pop in for a pint (or three) and got some grub. The service was top notch. Zach (I believe) was...,4.65,87.0
2815,Brewpub,Wages Brewing Company,MO,36.724649,-91.83513,4.9,72.0,5.0,2.0,"The beers and some sodas they have are handcrafted which is awesome coming from California, this place is a breath of fresh air in West Plains! They have...",4.95,74.0
2818,Brewpub,Walking Man Brewing,WA,45.69231,-121.883946,4.6,338.0,4.0,234.0,The patio was opened! Great fast service. Nice cold brews. Plenty of space outside to social distance.,4.3,572.0
2819,Brewpub,Walldorff Brewpub & Bistro,MI,42.64902,-85.28738,4.4,543.0,4.0,107.0,hubby and I make a weekly stop to the walldorff after hiking or running at yankee springs....  typically we sit at the bar - bar/wait staff is always...,4.2,650.0
2820,Brewpub,Wallenpaupack Brewing Company,PA,41.465682,-75.180712,4.3,311.0,3.5,133.0,"I'm not sure if this is a new COVID procedure or not, but I love how you can reserve an outdoor fire pit area for your group.

My group of 6 had a 2-hour...",3.9,444.0
2821,Brewpub,Walt and Whitman Brewing Company,NY,43.082732,-73.78361600000001,4.8,59.0,4.5,41.0,"This was my second time trying out Walt & Whitman. Had a great experience both times. The first time was dine-in and the second was take out.  First off,...",4.65,100.0
2822,Brewpub,Walter Station Brewery,AZ,33.448467,-111.993054,4.8,115.0,4.5,56.0,"Used to live right around the corner from this place and never got around to it till after I moved it which is very unfortunate! 
    First off the...",4.65,171.0
2823,Brewpub,Wandering Griffin Brewery & Pub,OH,39.775096999999995,-84.06823,4.0,1205.0,3.5,209.0,"Next time I go I will take pictures to back up my review. I had eaten here before and decided to take two of my coworkers, they are now addicted. The...",3.75,1414.0
2824,Brewpub,War Horse Brewing Company,NY,42.823153000000005,-76.923069,4.5,68.0,4.0,16.0,"I wish I came here earlier to enjoy the other breweries/winery, but with only 30 minutes left, we decided this would be the best place to end our day. They...",4.25,84.0
2825,Brewpub,War Streets Brewery,PA,40.45208,-80.016743,4.5,379.0,4.0,10.0,This is our third or fourth time here but I've just never bothered to review. I've been a fan of their pours since they first came about. Love that they...,4.25,389.0
2828,Brewpub,Wasatch Brew Pub Sugarhouse,UT,40.725033,-111.85986399999999,4.3,2163.0,3.5,455.0,"Really dig this place. The staff is always so friendly
and go out of their way to provide a great experience. They have a great patio and lots of room to...",3.9,2618.0
2829,Brewpub,Washington Brewing Co,PA,40.167639,-80.243831,4.2,218.0,4.0,176.0,"They have a nice wrap around porch that they added at the beginning of COVID, that is a lovely addition to the brewery! The back deck is more sunny while...",4.1,394.0
2830,Brewpub,Wasser Brewing Company,IN,39.644546999999996,-86.86330500000001,4.3,340.0,4.0,74.0,"What a great local hangout....if I lived in the Greencastle area!!! I was recently visiting and we went to Wasser to order takeout dinners. 
Wasser has an...",4.15,414.0
2831,Brewpub,Wasserhund Brewing Company,VA,36.849115999999995,-76.027688,4.6,406.0,4.0,248.0,Pizza and beer is must!  Awesome staff and awesome beer!  Came here to pick up a collab beer.  The Beetlejuice!,4.3,654.0
2832,Brewpub,Water Street Brewery,WI,43.044771999999995,-87.911441,4.2,959.0,3.5,237.0,"Freaky fast!  We ordered and our food was ready within 5-10 minutes.  Amazing!  The Chicken Schnitzels is wonderful.

Kids had the grilled cheese with fries...",3.85,1196.0
2833,Brewpub,Water Street Brewery Grafton,WI,43.318466,-87.91843,4.3,1642.0,3.5,201.0,"Great meal. Friendly waitress, quick service but not pushing you out, gave you space. They've been around so what could I add that people don't already...",3.9,1843.0
2836,Brewpub,Water Street Brewing Co,NY,42.099362,-75.91426,4.5,366.0,4.0,140.0,Super cool place!!  Stopped here for dinner since I was in town for a training.  Very close walking distance to the Doubletree. I love checking out...,4.25,506.0
2838,Brewpub,Waterman's Brewing Co,NC,34.221113,-77.820612,4.5,212.0,4.0,125.0,"Being in Wilmington amidst the pandemic, only about 50% of people were wearing masks out and about and some restaurants didn't practice limited capacity, so...",4.25,337.0
2839,Brewpub,Wayfinder Beer,OR,45.520627000000005,-122.663371,4.4,525.0,4.0,266.0,I was kinda bummed that Wayfinder didn't have many food and cider options as they did before but I completely understand we all are coping with this...,4.2,791.0
2840,Brewpub,WeBe Brewing Company,NY,42.862888,-77.011445,4.8,73.0,4.5,13.0,We ended our self-guided winery tour with a brewery! WeBe was an excellent choice in terms of hospitality and beer selection. They're also dog friendly...,4.65,86.0
2842,Brewpub,Weathered Souls Brewing Co,TX,29.564713,-98.48977,4.5,326.0,4.5,173.0,Weathered Souls is one of those places where your soul always feels more rejuvenated contrary to their name. It is probably one of- if not my favorite-...,4.5,499.0
2843,Brewpub,Well Crafted Beer Company,PA,40.243706,-75.28657700000001,4.7,280.0,4.5,55.0,"So my first visit to this bar/brewery was several months ago, during Covid-19 of course, as ya gotta mention that in your reviews now, lol. The bar did a...",4.6,335.0
2844,Brewpub,Wellhead Restaurant Brewpub,NM,32.842489,-104.400878,4.1,422.0,3.0,87.0,The owner and her trusted guy was awesome. Thank you for doing what you do for your staff & Thanks For dinner. The restaurant was spacious. I had the...,3.55,509.0
2845,Brewpub,Wellsboro House,PA,41.750553000000004,-77.29287,4.3,287.0,4.0,76.0,"We were quite glad we stopped here for a late lunch/early dinner.  The food, service, and beer at Wellsboro House made this one of the highlights of our...",4.15,363.0
2847,Brewpub,West Coast Grocery Company,OR,45.519457,-122.65146000000001,4.5,99.0,4.0,156.0,"I don't remember if we discovered it on our own or if someone recommended it, but their burgers are unbelievable. If anyone can reverse engineer the recipe...",4.25,255.0
2849,Brewpub,West Seattle Brewing Co,WA,47.564356,-122.37766200000002,4.3,373.0,3.5,80.0,"Beer was great. Had a hef. Wait staff was very friendly and helpful even after I broke my empty pint glass. Sorry guys!

Visited right after they opened...",3.9,453.0
2850,Brewpub,Westbound & Down Brewing Company,CO,39.741778000000004,-105.515477,4.5,847.0,4.5,470.0,"After a day of exploring in the mountains, we gave Westbound and Down a call to see if they had availability (highly recommended) and they did, so we headed...",4.5,1317.0
2851,Brewpub,Westfield River Brewing Co,MA,42.074441,-72.768602,4.5,132.0,4.5,90.0,We've been here a handful of times now and have enjoyed the experience every time! The atmosphere is really cool (beautiful barn/indoor space with plenty of...,4.5,222.0
2852,Brewpub,Westlake Brewing Company,TX,32.783115,-96.78222199999999,4.9,97.0,4.5,26.0,"Such an amazing experience, we had some delicious beers. Shoutout to Beertender, Ray. The vibe was on point, the cleanliness really shined, and they did a...",4.7,123.0
2855,Brewpub,Wet City Brewing,MD,39.301619,-76.61896800000001,4.6,414.0,4.0,139.0,"Honestly, this review is years overdue. 
Wet City is the best kept secret that isn't so secret anymore! The chef keeps the menu items interesting, changes...",4.3,553.0
2856,Brewpub,Wet Dog Cafe & Brewery,OR,46.190551,-123.83299,4.1,17.0,3.5,494.0,"Good Covid protocols in place - thanks so much! 

Outdoor seating on the water with basic American fare. Nice views of the Columbia River. 

Not great with...",3.8,511.0
2857,Brewpub,Wet Dogs Brewing,FL,27.300045,-81.367069,4.9,34.0,5.0,6.0,Great little brewery in Lake Placid. Had 4 housemate beers and many guest taps. Had the IPA which was a decent west coast ipa. Had the blonde ale aged in...,4.95,40.0
2858,Brewpub,Wharf Hill Brewing,VA,36.982569,-76.630207,4.6,1246.0,4.5,201.0,This is definitely a go to place. In fact during all this covid 19 stuff we decided to order take out from them and it was ready in 30 mins and the food was...,4.55,1447.0
2860,Brewpub,Wheeling Brewing Co,WV,40.059164,-80.724787,4.6,280.0,4.0,65.0,Stopped at Wheeling Brewing Company for lunch today while at Wheeling Center Market. Started with the pork quesadilla that came with a side of the salsa. It...,4.3,345.0
2861,Brewpub,Whetstone Craft Beers,VT,42.851673,-72.556271,4.3,1013.0,4.0,891.0,Had to wait in line 40 minutes to be seated outdoors. The view was really nice if the river. However because of Covid-19 the service is sort of non existent...,4.15,1904.0
2862,Brewpub,WhichCraft Brews,NY,43.191173,-77.500251,4.5,277.0,3.5,71.0,"Tried a flight here recently and was satisfied! They have a unique and interesting selection of brews to choose from, and I liked that there was a choice...",4.0,348.0
2863,Brewpub,Whisper Creek Farm Kitchen and Brewery,FL,28.401573,-81.428384,4.4,50.0,4.5,112.0,"Delicious meal at the JW! I recommend trying the brurrata and tomato appetizer! There's outside seating in the lobby, which is less crowded than inside....",4.45,162.0
2864,Brewpub,Whistle Pig Brewing Company,CO,38.924044,-104.792795,3.8,239.0,3.5,82.0,"So the social distancing was perfect, all the staff had their masks on.

The beer was cold and good and the burgers and fries were absolutely cooked fresh...",3.65,321.0
2865,Brewpub,White Labs Kitchen and Tap,NC,35.591153999999996,-82.54881400000001,4.5,286.0,4.0,153.0,"We were celebrating my husband's birthday, and decided to stop in here for lunch on a Thursday at noon. Amid the Covid-19 pandemic, it's slim pickings for...",4.25,439.0
2866,Brewpub,White Marsh Brewing Co Red Brick Station,MD,39.37142,-76.464349,4.2,1742.0,3.5,381.0,"Back here on a Tuesday!
Supporting non chains.

Fish and chips was delicious as always.
Staff was nice and attentive.
Upgraded to 4 stars as it's the...",3.85,2123.0
2868,Brewpub,White Rock Alehouse & Brewery,TX,32.81366,-96.730124,4.3,272.0,4.0,195.0,In the era of COVID it is hard to find a brewery that is able to remain open since many don't serve food. That is not the case here! they had a huge menu...,4.15,467.0
2869,Brewpub,White Shutter Winery and Brewery,OH,40.803823,-83.183082,4.8,64.0,5.0,2.0,Very nice wines and very friendly service. Has a family environment which is nice as well. Will be back.,4.9,66.0
2870,Brewpub,Whiteside Brewing Co,NC,35.115312,-83.101996,4.5,288.0,4.0,91.0,"This is our 2nd year visiting Whiteside Brewing Company while staying in the Highlands. Although  COVID has strained many businesses, they did not...",4.25,379.0
2871,Brewpub,Whitestone Brewery,TX,30.52385,-97.825174,4.7,203.0,4.5,116.0,"It is my go to brewery, beers taste great(they have something for everyone), good people and great atmosphere. try out name that tune bingo (when covid is...",4.6,319.0
2872,Brewpub,Whittier Brewing Company,CA,33.978982,-118.037194,4.5,90.0,3.5,63.0,went there during covid for our first visit.  friendly greeter and sellers.  the food and beer we chose were great-- recommend the DIPA.  it's kinda self...,4.0,153.0
2873,Brewpub,Floodcraft Brewing,CA,37.332206,-121.904859,4.4,129.0,4.0,144.0,This place is so cute and what is even better is that it is located on top of Whole Foods. You can get some groceries and then enjoy some beers after. What...,4.2,273.0
2878,Brewpub,Wicked Barley Brewing Co,FL,30.218223,-81.61126,4.6,1101.0,4.0,444.0,"While in Jacksonville visiting my best friend and his wife, they took me to this brewery for us to grab some food and catch up. He and I love to find new...",4.3,1545.0
2879,Brewpub,Wicked Wort Brewing Company,MN,45.030923,-93.33922,4.2,496.0,3.5,82.0,"During covid: staff is masked up, they have seating spaced out, I see them sanitizing often, they're only using plastic so they can discard after each use....",3.85,578.0
2881,Brewpub,Wild Ace Pizza & Pub,SC,34.937289,-82.224874,4.4,1582.0,3.5,110.0,"New to the area and thought we'd get take out
All staff masked, not all patrons, but this is not L.A. 
We the Calzone and a pizza
So yummy
Calzone bursting...",3.95,1692.0
2882,Brewpub,Wild Blue Yonder Brewing Co,CO,39.375122999999995,-104.86023,4.4,308.0,4.0,205.0,"This place is done right!  First I love all the outside seating, in a sweet garden patio setting, if crowding during covid spooks you, you will find this...",4.2,513.0
2883,Brewpub,Wild Fields Brewhouse,CA,35.488640000000004,-120.665477,4.4,95.0,4.0,59.0,"I visited Wild Fields recently while they were doing beer-to-go only, but the owner Ryan mentioned they are looking to get food/patio operations up soon....",4.2,154.0
2884,Brewpub,Wild Heaven West End Brewery & Gardens,GA,33.730411,-84.419438,4.8,53.0,4.5,24.0,"I love love love the outdoor space here. It's huge and well-appointed, with lots of tables, chairs, and even grassy areas on which to spread a picnic...",4.65,77.0
2885,Brewpub,Wild Man Brewing Company,WA,46.686729,-123.734319,4.6,89.0,5.0,11.0,We love to try local spots and keep money in the hands if small business. We stopped here to grab takeout. Their ordering platform is easy to use and they...,4.8,100.0
2887,Brewpub,Wild River Brewing and Pizza Co Grants Pass,OR,42.439048,-123.317724,4.3,428.0,4.0,232.0,Great covid service. Super clean. Pizza is thin crust and some of the best in town. Their Cesar dressing is the best in town hands down. The god has been...,4.15,660.0
2888,Brewpub,Wild Side Brewing Company,OH,41.412553,-83.868128,4.6,141.0,4.5,17.0,tuesday night tacos and muddy river organic vegetables in beautiful downtown grand rapids in the fall. the way it is meant to be. heavenly,4.55,158.0
2889,Brewpub,WildEdge Brewing Collective,CO,37.349931,-108.58545900000001,4.7,226.0,4.5,50.0,"Don't waste your time with another so called ""micro brew"" place in Cortez.  If you understand really good beers then this is the place for you!  The other...",4.6,276.0
2890,Brewpub,Wildlife Brewing,ID,43.599762,-111.111822,4.4,258.0,4.0,93.0,"This place was DELICIOUS. We got pretzels, pizza, and beer. The beer cheese was great, the beer was great, and the pizza was amazing. 

This was definitely...",4.2,351.0
2891,Brewpub,Wildrose Brewing Company,IN,41.523038,-87.41624499999999,4.5,223.0,4.0,40.0,The garlic fires ate legit. The philly beef sandwich was excellent.  Good variety of beers for many tastes.  My wife enjoyed the morning james imperial...,4.25,263.0
2893,Brewpub,Wiltse's Brew Pub and Family Restaurant,MI,44.444448,-83.344946,4.1,266.0,3.5,92.0,Great service and an excellent selection of hearty foods.  Perch was excellent. Well prepared and fresh. House beers are very good.  They have lots of room...,3.8,358.0
2894,Brewpub,Wind River Brewing Co WY,WY,42.866296000000006,-109.866013,4.2,837.0,3.5,163.0,"Pinedale, WY. Great sour and good ipa.  Staff was efficient and friendly and the tomato basil soup might have been the best I've had. I appreciated their...",3.85,1000.0
2895,Brewpub,Windy Brew,NY,42.770088,-78.435449,4.8,81.0,4.5,15.0,We were doing a brewery tour through Wyoming County and ended it at Windy Brew. Looks like they are constructing an addition to the brewery in the part of...,4.65,96.0
2896,Brewpub,Windy Peaks Brewery,WY,42.055039,-104.95361799999999,4.2,93.0,3.5,23.0,Great atmosphere and exceptional food.  We held  a family celebration there this summer and the staff were  wonderful and so accommodating.  The food was...,3.85,116.0
2897,Brewpub,Winter Hill Brewing Company,MA,42.392646,-71.09399499999999,4.6,259.0,4.5,145.0,"Local brewery that has recently much improved their food game. Used to be bottom tier boring sandwiches, but has stepped it up with some pretty great...",4.55,404.0
2900,Brewpub,Wolf House Brewing,CA,38.805558000000005,-123.015856,4.7,17.0,5.0,14.0,"Excellent burgers and fries, great beer! We happened upon this place during its third weekend of being open -- and we'd definitely recommend. 

You can tell...",4.85,31.0
2901,Brewpub,Wolf's Ridge Brewing,OH,39.967238,-82.997608,4.6,720.0,4.0,932.0,"This needs an update.

I came here every Friday when I worked downtown for a beer and a bite. Busy, but the service was ALWAYS great. The food was ALWAYS...",4.3,1652.0
2902,Brewpub,Wolfden Brewing Company,IL,41.957397,-88.082679,4.8,216.0,4.5,74.0,"My husband and I love Wolfden brewing! The staff and owners are always so nice. They really did an awesome job on their back patio, allowing us to get out...",4.65,290.0
2903,Brewpub,Wolverine State Brewing Co,MI,42.269431,-83.77466899999999,4.6,340.0,4.5,239.0,"Great beer, food and service. Order on line for curbside. Their dedicated staff even risked the pouring rain to get the hot food and the growler of beer to...",4.55,579.0
2904,Brewpub,Wood Boat Brewery,NY,44.238294,-76.087623,4.4,299.0,3.5,104.0,Came back again once patio seating was available post shut down. I was impressed with all the things they had in place to promote social distancing and...,3.95,403.0
2906,Brewpub,Wooden Bear Brewing Co,IN,39.785872,-85.770111,4.1,134.0,3.5,52.0,"We love bringing our friends and family here when they come and visit. They vibe is awesome and their staff are so sweet. 

Great beers and ciders. Awesome...",3.8,186.0
2907,Brewpub,Wooden Legs Brewing Co,SD,44.3105,-96.799839,4.6,171.0,4.0,62.0,"I would definitely return to this pub. The staff was very nice, the place was quiet a good  place to have a meal and a few brew beers.",4.3,233.0
2908,Brewpub,Woodfour Brewing Company,CA,38.403581,-122.821248,4.2,104.0,3.5,328.0,"Woodfour is one of the gems tucked away in the Sebastopol Barlow.  The staff are friendly, the food is delicious, and they offer unique beers that are...",3.85,432.0
2909,Brewpub,Woodland Farm Brewery,NY,43.151135,-75.212037,4.7,184.0,4.5,32.0,"We stopped here on our way home from vacation, and the flatbread I got was delicious! And the Apple pie mule was awesome! Hit the spot, especially the long...",4.6,216.0
2912,Brewpub,Woodstock Brewhouse,VA,38.881747999999995,-78.504329,4.6,638.0,4.0,116.0,We stopped in at Woodstock Brew House late one Saturday afternoon. We both ordered tasting flights - and took them outside to sit in the sun. There were not...,4.3,754.0
2913,Brewpub,Woodstock Brewing,NY,42.062708,-74.307475,4.7,329.0,4.5,70.0,Well to start off I must say that I was t that familiar with this brewery at first. I've probably heard about them either through word of mouth of have...,4.6,399.0
2914,Brewpub,Woodward Avenue Brewers,MI,42.459633000000004,-83.13333,4.3,174.0,3.0,305.0,"It's COVID time. So am I able to fully, completely, and accurately review this place? Not really. But what I can say, is that WAB was one of the few places...",3.65,479.0
2915,Brewpub,Woody's Brewing Company,CA,40.585975,-122.395091,4.6,392.0,4.0,538.0,The food is solid. Very consistent. The beer is delicious and I am happy they are here in our community. Great building. Good specials. Perfect for dine in...,4.3,930.0
2916,Brewpub,Woody's Moreno Valley,CA,33.917592,-117.260124,4.0,294.0,3.5,341.0,"I have eaten here several times,  never disappoints. Order the family meal to go $75 feeds about 5 to 6 people. The food was amazing. I needed the food on a...",3.75,635.0
2918,Brewpub,Workshop Brewing Co,MI,44.765196,-85.626044,4.6,318.0,4.5,151.0,A very Awesome place with a great location good beer very friendly staff a must check out if you like craft beer.,4.55,469.0
2921,Brewpub,Wrightsville Beach Brewery,NC,34.211612,-77.837142,4.6,1201.0,4.5,195.0,I follow them on Instagram and during covid19 they have been doing all kinds of posts to provide essentials for the community! A convenient drive-thru to...,4.55,1396.0
2923,Brewpub,Wye Hill Brewery,NC,35.778273,-78.64899799999999,4.6,206.0,4.0,106.0,Love Wye Hill.  The patio is a wonderful way to enjoy dining outside; the food is interesting and diverse; the staff is attentive.  Chris and Sara have done...,4.3,312.0
2924,Brewpub,Wynkoop Brewing Co,CO,39.753383,-104.998446,4.2,1085.0,3.5,1219.0,"our first Brewery in Denver and it did not disappoint! 

The waitress gave us a flight of six beers and one of their many mules.

the beers were great,...",3.85,2304.0
2925,Brewpub,Xicha Brewing Co,OR,44.946490000000004,-123.05498700000001,4.6,897.0,4.5,251.0,"We came here for lunch on a Sunday, it was relatively quiet and from the outside the place doesn't look like much- that's definitely deceiving. 

I got a...",4.55,1148.0
2927,Brewpub,Yancey's Gastropub and Brewery,KY,36.995096999999994,-85.913152,4.3,48.0,4.0,45.0,"Great time tonight, thanks for being open!!

Great beer and healthy ""trial"" pours. I had a flight plus a few others so had all their beers. All solid, clean...",4.15,93.0
2928,Brewpub,Yard Owl Craft Brewery,NY,41.691321,-74.146866,4.7,61.0,4.5,24.0,"Great spot for beers and snacks. They have a ton of outdoor spaces out seating, and require masks at the walk up counter. So I felt pretty safe in covid...",4.6,85.0
2929,Brewpub,Ye Olde Brothers Brewery,FL,30.466291,-86.909374,4.4,835.0,4.0,196.0,"This is a small microbrewery that has a nice selection of good beers. Their pizzas are also excellent. 

A special thank you to Krista for helping getting a...",4.2,1031.0
2931,Brewpub,Yee Haw Brewing Greenville,SC,34.849005,-82.39621600000001,4.3,270.0,4.0,109.0,Yee-Haw does it right. We've literally been here twice on our trip to Greenville. The brews are great (Leg Lamp was my fav) and so is the atmosphere. This...,4.15,379.0
2932,Brewpub,Yellow Sun Brewing Company,NC,35.366523,-81.958391,4.9,79.0,4.5,15.0,"Wow! We were in Rutherfordton for a few days and stopped by here for a pizza. We got their weekly special which was pesto based with bacon, zucchini,...",4.7,94.0
